;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
201;CATEMU;0.0;0.0;0.0;0.0;1963.4;260.8;30.666666666666668;0;0.0;389.0;187.60000000000002;0.0;30.666666666666668;260.8;30.666666666666668;1671.2;295.2;347.4;138.0;0.0;694.0;2579.2;152.8;954;1022
202;ÑIQUEN;0.0;304.4;180.4;123.0;0.0;58.800000000000004;0.0;0;0.0;353.0;864.0;0.0;0.0;58.800000000000004;0.0;352.2;899.6;1878.0;0.0;0.0;1907.4;1177.8000000000002;1970.8;951;812
203;MALLOA;0.0;0.0;392.2;0.0;154.8;75.8;0.0;0;0.0;466.2;592.2;317.0;0.0;12.8;0.0;2709.6;99.2;627.8;0.0;0.0;1091.2;3008.0;4076.4;1388;1321
204;GORBEA;0.0;126.0;1171.2;65.6;159.8;106.8;0.0;0;0.0;120.0;1269.4;214.0;0.0;158.8;0.0;98.4;1320.2;741.0;60.800000000000004;0.0;2996.2;1730.0;2390.6;1181;1009
205;OLIVAR;0.0;0.0;158.4;0.0;135.6;135.4;0.0;0;500.0;458.4;486.8;380.0;0.0;18.400000000000002;0.0;1963.6;1507.2;2048.0;0.0;0.0;1285.4;1623.8000000000002;1282.4;1207;1566
206;RINCONADA;0.0;0.0;246.0;0.0;0.0;491.20000000000005;0.0;169;0.0;331.0;261.0;51.0;0.0;417.20000000000005;141.0;182.4;596.8000000000001;514.8;157.0;0.0;1030.4;2373.4;727.8000000000001;580;608
207;COCHRANE;0.0;0.0;147.0;0.0;0.0;0.0;0.0;0;0.0;7.0;107.0;0.0;0.0;0.0;0.0;0.0;344.20000000000005;264.0;0.0;0.0;224.0;570.6;859.6;91;79
208;PALENA;0.0;3.2;0.0;194.60000000000002;251.8;0.0;0.0;0;0.0;0.0;108.0;0.0;0.0;0.0;0.0;0.0;0.0;465.0;0.0;0.0;115.0;460.0;34.0;114;66
209;CURACAVI;135.20000000000002;0.0;172.8;382.40000000000003;1951.8000000000002;489.0;0.0;681;211.0;955.2;707.4000000000001;0.0;0.0;232.0;0.0;2020.6;472.6;1043.0;305.6;0.0;2786.0;3597.4;2917.2;2401;2624
210;MAIPU;1954.0;0.0;8942.0;6131.0;109410.0;3425.8;1534.1333333333334;0;13150.8;28711.0;17348.0;12543.6;7466.133333333333;16194.8;1534.1333333333334;5302.0;6598.4;8110.0;4480.4;0.0;59838.0;24719.8;21805.8;34452;50717
211;PANQUEHUE;0.0;0.0;0.0;0.0;434.6;68.4;18.400000000000002;156;0.0;120.0;202.4;0.0;18.400000000000002;68.4;18.400000000000002;786.0;408.8;490.0;94.0;0.0;668.4;725.6;784.4000000000001;570;496
