Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI
NAVIDAD;0;187;275;188;2051;916.4;0;926;109.2;998;414.4;84;0;50.4;0;325;489.6;486;0;0;0;829;1176
LA FLORIDA;6922.8;0;2778;6638.8;13694;4651.6;1499.733333;0;10998.4;29375;9354;0;5506.733333;1980.6;1499.733333;9679.4;4754.4;11138;5327.2;0;31189.8;45812;17623
VALDIVIA;0;3375;0;3715.6;21999.2;4224;0;0;0;6955;7104.8;1273;0;0;0;6213;2455.8;24340;4061.4;0;19045.2;13824;4371.2
CASTRO;0;0;0;0;1839;1760.2;0;0;0;1935.6;4372;0;0;1093.2;0;1061;1082.4;6508.6;302;0;5064.8;4287.6;6127
SALAMANCA;0;0;0;454.4;1006;0;0;234;0;1214.8;1347;1659;0;0;0;3189;601.4;972;0;0;836.8;3378.6;1736
MOLINA;449;136;1054.6;347.6;3002.6;2911.6;0;0;0;451.4;1864;0;0;75.6;0;2934;4513;5216.8;344.6;0;6385;4243.4;7427
RANQUIL;0;30;0;390;0;104;0;0;419.2;0;900;70;0;8;0;680;727;211;128.6;0;156;673;2655.6
GENERAL LAGOS;0;0;55.2;0;6;15.6;1.066666667;0;0;0;103.6;97.6;1.066666667;15.6;1.066666667;56.8;0;4;0;0;74.4;203.6;137.6
LINARES;0;674;3602.2;994;6512;0;0;0;0;6689.2;2911;760;0;0;0;4755.4;3301;4730.4;1286.6;0;7150;20967.4;6623.2
PUMANQUE;0;0;65.8;324.6;51;18.4;0;0;0;110;487;438.8;0;18.4;0;0;526.2;220.8;59;0;793;384.4;428
SAN PEDRO;0;0;253;88;262;523.4;0;1691;255.2;221.2;68.8;0;0;327.4;0;1448.6;500.2;580;0;0;776;713;1850.8
DALCAHUE;0;0;0;0;2290;411.2;0;0;0;653.6;1100;0;0;73.2;0;1575;872.8;819.2;148;0;747.4;2531.8;1415.2
RAUCO;0;155.2;320.8;404;176;1097.2;0;138;0;100;910;0;0;27.2;0;375;2207.2;498.6;436.8;0;748.4;1116.8;1216
SAN ANTONIO;0;152;136.8;581.8;5917;939.2;357.6;0;0;4024.8;6430.2;1410;357.6;939.2;2416.6;571;6470;4497.8;594;0;6114.8;8395.8;2226.8
PICA;0;0;110.4;23.2;169.8;21.8;0;0;0;62;748.8;664;0;2.8;0;193.6;72.8;134.2;47;0;355.4;1272.4;431.4
PUERTO OCTAY;0;0;0;0;169;69.6;0;81;0;112;485;644.8;0;69.6;0;612;971.2;1365;333.8;0;953.2;688.4;1383
QUELLON;0;273;0;0;456;742.4;0;0;0;1515.6;1304;644.2;0;907.4;0;2071;0;1752.8;1129.6;0;2191.8;4220.4;4340.2
ANTARTICA;0;0;0;0;5.2;0;0;10;0;0;2;0;0;0;0;1;0;1;0;0;18;18;10
TIMAUKEL;0;0;0;0;0;0;0;34;0;21.6;0;0;0;0;0;87;78.8;13.6;0;0;38;221;156
CONCON;0;187.6;364;3082;3113;307;256.8;0;0;1323;2010;541;256.8;0;256.8;963;2347.4;893.4;1125.6;0;8125;4384.4;3028.8
SAN FABIAN;0;16.8;414.4;84;43;17.2;0;177;0;105;487;0;0;17.2;0;854.4;612.6;216;0;0;228;408.6;2656.4
LA CISTERNA;2514;0;1172;864.8;4413.6;1407.6;237.0666667;0;2819.4;4726;1662.6;0;237.0666667;299.6;237.0666667;2280.6;2515.2;3711.2;1556;0;7330.4;10754.4;2678.2
RIO VERDE;0;0;0;33.2;21;0;0;39;0;7;21;0;0;0;0;7.4;7.2;8;6;0;204.4;91.8;43.2
SAN FERNANDO;0;80;2770.4;1624.2;2411;4117.2;0;3029;1864.6;4055;2383;792;0;1045.2;0;674;3138.2;4852.6;1890.4;0;5800;6042.2;6591
CAMIÑA;0;0;68;14.4;12.8;217;0;107;0;11;180;0;0;2;0;3;395.2;42.8;218.6;0;58.4;455;250.2
CAMARONES;12.2;0;160;0;29.2;96;46.66666667;0;0;44.2;217.4;23.8;57.66666667;100;47.66666667;148.2;158;36;100.4;0;57.4;93.2;239.4
PEDRO AGUIRRE CERDA;741;0;2792;1358.4;6717.6;1656.6;305.8666667;2401;1885;12004;2423;0;1720.866667;2207.6;305.8666667;1749.2;4162.2;11759.6;953.6;0;8637.2;6688.6;2042.6
DIEGO DE ALMAGRO;0;460.2;0;0;498.4;337.6;33.6;0;0;1185;101.8;745;33.6;137.6;33.6;52;176.8;623.6;0;0;594.8;1395.6;0
CORONEL;0;184;1792.8;452.6;4768.4;4025.4;0;0;0;7956.6;3702;3187;0;1181.4;0;4928.6;5057.2;5587;12753;0;10360.6;4886;6630
LONCOCHE;0;2638;224;173.8;764.2;1060.4;0;433;0;849;439.6;247;0;1366.4;0;839.8;75;115;121.6;0;3200.4;6935;2656.8
EL QUISCO;0;0;110;0;1250.6;0;65.6;291;0;2278;586.6;236;65.6;0;160.6;254;953.4;701.4;135.8;0;1705;1364.8;2032
QUILACO;0;9.6;226.8;50.4;57.2;0;35.6;0;0;33;836.8;44;5.6;0;5.6;274.8;359.2;415.8;42.6;0;517.4;595.4;772.6
CALERA;0;0;361.6;0;2216;801.6;0;0;0;3173;4080.4;729;0;159.6;769;1217;1389.6;3930;994.4;0;3147;4802;1304.8
QUILLON;0;144.2;1620.4;71;718;63.2;0;163;216.8;500.2;1646.8;238;0;214.2;0;783.4;948.6;514.8;277.8;0;3125;3026.4;1590
COCHRANE;0;0;146;0;0;0;0;0;0;7;110;0;0;0;0;0;336.2;264.4;0;0;229.6;622;851.2
LAGUNA BLANCA;0;0;0;96.4;23;0;0;246;0;6;21;0;0;0;0;94.2;6.6;157;9.4;0;15;22.4;109.4
ERCILLA;0;0;369;451.4;288.8;695;0;629;0;0;169;0;0;135;0;382.2;471.4;700;82.4;0;588.2;1244.6;706.2
LOTA;0;228;2668.2;1139;1323.8;327;0;0;0;4156.2;2578;2315.4;0;809;0;1530.4;2933.2;3612;2865.2;0;3364.6;6357.2;1449.8
PUERTO VARAS;0;1840;0;2748.6;3376;325.6;0;4168;0;440;3374;3231.4;0;1555.6;0;2100;0;4213.8;0;0;7256.2;3595.8;3520.8
PARRAL;0;326;219.2;821;2493;0;0;0;0;1019;2458;319;0;0;0;2848.2;0;424;1767.4;0;6680.4;6807.8;4758.4
EL CARMEN;0;61.8;212.8;54;127;35.8;0;0;92.8;105.8;1235.2;267.6;0;43.8;0;363.4;885;2532.6;369.6;0;974.8;1348.2;5573
ALHUE;0;0;0;188;86;133.8;0;0;21;352.6;532;0;0;100.8;0;1228.2;318.4;566;0;0;381.4;172;678.8
COELEMU;0;1142;0;612;0;152.8;0;914;0;664;1104.6;148;0;14.8;0;1203;2540;559.4;195.2;0;1090.8;2274.6;2788.4
LIMACHE;0;638.2;0;308.8;2776;427.2;445.6;428;0;1098;968.6;0;445.6;427.2;619.6;748;825.8;1893;679.2;0;5684;5542;4043.6
ANTUCO;0;11.2;615.4;170.4;68.6;0;57.93333333;81;0;45;789;51;2.933333333;0;2.933333333;276.4;487.6;249.2;237.6;0;185;696.2;192.2
PUREN;0;0;713;1652.4;565.8;659;0;138;0;0;1243.2;178;0;0;0;1241.6;840.2;582;310.4;0;563.8;1613.2;609.8
PELARCO;58.8;130;175;515.2;121;43;0;0;0;190.4;1229.8;294.6;0;0;0;413.2;826.4;73.6;100.6;0;1464.2;2025.8;1568.4
TIERRA AMARILLA;0;401.4;56;0;390;506.4;130.9333333;138;0;735.8;451.2;194;70.93333333;190.4;98.93333333;1042.4;185;379.6;221.4;0;556.2;1368.8;831.4
CURACO DE VELEZ;0;0;0;0;32;7.2;0;274;0;47.8;975;0;0;56.2;0;401;0;418.4;22;0;50;873.2;303.6
CONCHALI;385;0;2820;542;3946;2014;0;0;3933.4;7866.6;3847.6;3092.8;4387;538;0;4004;677.6;2126;1119.2;0;13852.6;7169.4;4391
SAN IGNACIO;0;136.6;92;75;1529;57.4;0;329;419.2;216.8;389;263;0;80.4;0;1017.8;1194.8;545.2;329.8;0;1166.2;1015.6;9239
QUINTA NORMAL;370;0;1265;3557;7882.6;1068;159.7333333;0;3062.8;5851;3306.2;1592;810.7333333;684;159.7333333;2391;3771.6;11794.2;1023;0;12242.2;9702.2;7728.6
SAN VICENTE;0;0;3918.4;0;2427.6;958.4;0;0;0;526.8;6716;844;0;90.4;0;1333.2;3282;2704.6;0;0;5820;5451.4;4943.8
PERQUENCO;0;0;1063.6;42.4;492.8;60.4;0;0;0;66;250.2;339.6;0;10.4;0;898.2;385.4;314;184.6;0;508;1129.2;388.6
PUERTO MONTT;0;6131;0;2847.6;16593.2;4934;0;0;0;5574;7491;7891;0;7701;0;8094;3438.4;12728.6;5151.8;0;25248.2;27244.6;19252.4
SANTIAGO;1899;0;5385;6583;34746;2931;395.4666667;0;9384.2;39954;6950.2;8629;4887.466667;4218;395.4666667;3230;3025.2;8464.6;5233.6;0;31355.4;39727.2;18575.4
ALGARROBO;0;0;220.8;0;1117;0;63.73333333;315;0;772.8;1317.8;282;63.73333333;0;147.7333333;100;350.4;559.2;146.8;0;2334.6;1923.6;2294.6
PENCO;0;152;1210.2;200;2371.2;3630.2;1112;0;0;1763;3705.4;1712;0;127.2;0;278;923.2;2798.8;8722;0;7383.6;660.4;7559.6
MOSTAZAL;0;0;276.4;0;1320.4;267.8;0;0;513;1152.4;732.8;637;0;42.8;0;1030.4;2859.2;4113.4;0;0;2324.8;1850.8;2578.8
NANCAGUA;0;0;236.8;130.4;193;449.4;0;164;550;361;1607;298;0;168.4;0;1566;1584.8;2008.2;168;0;2066;1465.4;1785
QUEMCHI;0;0;0;0;714;41.6;0;0;0;206.4;565;723.6;0;41.6;0;176;0;415.4;78;0;1319.2;1213;1294.2
LAMPA;0;0;1058;1961;5399.4;709;648.2666667;0;828;4760;5697;3386.8;648.2666667;3068;648.2666667;807.6;4382.6;4709;0;0;15558.2;6565.6;3810.8
CORRAL;0;0;0;56.6;753.4;337;0;706;0;60.4;350.4;60;0;0;0;410.6;385;1679;0;0;211.8;371.8;218.6
CARAHUE;0;494;551.6;1978.8;485.4;311.8;0;0;0;199;3666.6;311;0;26.8;0;2619.8;104;788;140.8;0;1809.6;2825;6432.4
COLTAUCO;0;0;122.4;0;1021.4;740.6;0;0;0;617.8;689.2;294;0;13.6;0;1918;2957;1795;0;0;482.6;3653.8;2893.4
ISLA DE MAIPO;0;0;155;1881.4;3099;0;0;0;1131.4;991;1169;512;0;200;0;73.6;906.8;3330;0;0;3075.6;2014.8;4640.4
PITRUFQUEN;0;518;357;152.4;1312.8;595.4;0;0;0;270;750.4;265;0;626.4;0;870.6;3665.8;663;128.8;0;1504;2792.6;8099.2
PROVIDENCIA;585;0;1018;10902.4;35282;1044;0;0;4699;10169;4580;1836.2;0;1576;0;7026.4;0;6016;2647.2;0;17325.2;13482.8;28677
SAN PABLO;0;372;0;0;384.6;65.2;0;0;0;186;961;172.4;0;65.2;0;910;542.4;1248;307.2;0;1070.8;1503.2;1723.6
FREIRE;0;82;379.6;817.4;1138;830.8;0;0;0;671;1844.8;358;0;1012.8;0;410.2;1849;1111;1838.8;0;1674.6;2188.4;3061.4
LAGO RANCO;0;0;0;0;0;0;0;0;0;253;1123;0;0;0;0;657;0;1981.6;0;0;1108.6;2334.4;1927.8
FRUTILLAR;0;533;0;586.2;862.6;95;0;381;0;404;3717;224.4;0;297;0;439;847.2;1409.6;0;0;2932.8;2214.6;3041.2
MAFIL;0;0;0;232.4;123.6;22;0;0;0;85;579.2;88;0;0;0;711.6;736;876;0;0;873.6;1270.2;699.8
LA GRANJA;764.2;0;1413;777.2;9627;4173.4;621.6;0;4034;5173;9226;2341.8;1038.6;4731.4;621.6;2144.4;2431.2;8094;1686.4;0;10153.8;5135.6;4297
PUDAHUEL;1930;0;7593.8;895;11489;4729.8;0;2572;5295.4;18002;4147;3281;8769;918.8;0;6552;5746.4;15862;4043.6;0;24451.4;11187;8531.8
TUCAPEL;0;30.4;179;138;1332.8;0;116.4;740;0;391;1079.6;171;14.4;0;14.4;451.2;1021.8;238.6;169.2;0;727;4431.8;797
TALCAHUANO;0;2526.6;3227.2;2222;7713;7910.8;3723;0;0;4077;3700.6;5436.2;0;3817.8;0;1291.2;5080.8;5791.4;16610.6;0;17369.6;4464.6;10460.8
PICHILEMU;0;127;0;235;2789;1498.8;0;0;0;242;1081.8;139.2;0;124.8;0;88;2549.6;1722;0;0;315.8;3402.4;5487
CURICO;0;1646;4443.2;3475.4;7248.6;5515.2;0;1425;2433.6;3509.4;8197;2402;0;553.2;0;2992;11563.4;6367.4;4244.6;0;11267.6;8890.4;18058
MACUL;1955.2;0;0;729;10869;4127.8;563.2;0;7149;11527;4752;0;563.2;1940.8;563.2;3486.8;1967.4;5080;0;0;16241.6;7466.8;6785
PALMILLA;0;224;449.6;466;149;304.8;0;0;0;407;1029;201;0;48.8;0;136;941;1081.4;155;0;1762.6;1283.8;2428.4
ESTACION CENTRAL;357;0;821;1048;8754;2031.8;581.0666667;0;3295.8;9316.6;4807.4;1227;581.0666667;1467.8;581.0666667;1876;2692.2;4381;0;0;11760.8;7099.4;8415.6
ANCUD;0;756;0;0;1940;1844.2;0;0;0;1249.6;2441;0;0;2307.2;0;2146;1461.6;3917.8;2052.8;0;4132.8;4037.2;3907.4
HUECHURABA;252;0;2184.6;2529;5369.4;2096.6;0;0;953;5866.6;1581.4;2879.2;873;837.6;0;4799;474.4;2374;716;0;8130.4;6842.2;4234.8
RETIRO;0;0;128;0;328;0;0;1599;0;792.4;2468;173;0;0;0;936.6;0;469.4;184;0;1082.8;6656.8;3369.8
LAS CONDES;2575;0;4428;21843.6;16814;1140;0;0;5125;5058;5258;0;0;2579;0;3082;1452.8;5209;3603.2;0;62121.2;35102.8;35323
PUNTA ARENAS;0;0;0;4264.4;9253;0;0;15537;0;6838;3336;1020;0;0;0;2512.2;1948.8;7721;3788.6;0;10835.2;9315;5650
MARCHIGUE;0;0;0;189;651;26.8;0;0;0;93;112.6;36.8;0;26.8;0;399;805.6;959;0;0;767.2;754.4;3410
HUALQUI;0;41.6;1809.6;179.8;1343.8;441.8;0;317;0;4202.4;1445;399;0;54.8;0;926.6;538.4;1222;3210.6;0;2013.6;1330.4;1398.8
CHILE CHICO;0;0;204;0;0;145;0;0;0;346;816.6;0;0;0;0;215.4;486.8;471;0;0;304.8;519.8;609
GORBEA;0;135;1144.6;62;167.2;104.2;0;0;0;123;1271.8;221;0;164.2;0;83.2;1352;739;64.8;0;3189.4;1824.6;2407.8
NATALES;0;0;0;0;1730.4;0;0;2361;0;1032;2146;1256;0;0;0;0;592.4;2452.2;0;0;1514;1457.6;753.6
RENGO;0;0;2293.2;748;5964;1845.6;0;0;993.6;1896.2;2072.4;2175.2;0;47.6;0;7002;1945.2;1652;0;0;5782;8597.4;935.6
MAULLIN;0;96;0;64.6;239.2;745.8;0;1241;0;78;1430;150.8;0;73.8;0;882;0;1522.2;0;0;1082;2205.4;3232.8
RENCA;392;0;5871.2;675;12073;2786;0;0;1523.6;9400;3125;2291;1388;679;0;4271;7322.4;6689;3685.4;0;11628.6;6142.6;11398
PEÑALOLEN;6531.2;0;1870;4932.8;23715;4384.4;1388.533333;2938;6221;7759;9275;1749;4492.533333;1128.4;1388.533333;8766.6;3449.6;8441;3070.4;0;18245;19158.8;9687
RECOLETA;557;0;6683;1947;5981.2;1536;194.1333333;0;3880.4;25660;4129.8;5448.6;1461.133333;1119;194.1333333;2114;1639.8;5624.6;3821.8;0;12084;11359.2;8407.4
DOÑIHUE;0;0;360.4;0;988;741;0;0;338;713;607.4;425;0;24;0;3561.2;3176.6;952.2;0;0;1216.8;1777.6;3950.4
PORTEZUELO;0;87;62;45;0;136.4;0;293;0;52;782;72;0;4.4;0;186.6;976;219.4;84.8;0;160;728.8;2619.6
QUILICURA;951;0;3176.8;2314;11627;7956.8;0;0;7670.4;11674;5728;7320.2;5272;5550.8;0;4181;6707.8;2138;3564.4;0;17677.2;9696;5762
RIO NEGRO;0;0;0;608;183.2;55.6;0;0;0;110;953;140.8;0;55.6;0;1115;0;1117;152.4;0;1465.8;2787.8;3416.8
COMBARBALA;0;160.8;730;0;269.6;341.6;0;154;0;564.4;277.2;215;0;145.6;0;513.8;74;455.8;64;0;642;2073.2;789
EMPEDRADO;13.2;18.8;406;67.4;53;18;0;717;0;26.8;72.2;43;0;0;0;371.4;804.2;26.4;56.4;0;92;884.8;1309
QUINCHAO;0;0;0;0;675;165.8;0;0;0;136.2;1369;0;0;18.8;0;554;0;638.4;77;0;881.6;1488.2;626
SAN JOAQUIN;633.2;0;656;1634.2;10843;4504.2;483.2;0;3003.2;9249;3091;0;1907.2;1325.2;483.2;3203.8;3025.4;8469;0;0;12361.4;2316;2753
CHONCHI;0;0;0;0;534;84;0;0;0;296.6;900;0;0;84;0;575;2428;1532.4;153;0;658.6;1907.6;2338.4
LLAY-LLAY;0;0;0;0;957.4;0;57.86666667;177;0;1539;805.6;0;57.86666667;0;57.86666667;1056;1088;1861;246;0;3885.6;3572.8;465
FUTALEUFU;0;18.4;0;72;583.4;0;0;217;0;0;136;0;0;0;0;0;0;397;0;0;144;517.2;572
AYSEN;0;0;585;1725;0;426;0;0;0;367.6;1541;0;0;0;0;1716;1328;1352.8;0;0;1699;3056.4;3453.6
SANTA JUANA;0;30.4;292.2;94.6;232.8;2021.6;0;0;0;249.4;699;235;0;29.6;0;402.4;263.2;441;4657.4;0;884;1316;1897.4
RINCONADA;0;0;253;0;0;486.2;0;162;0;317;265.4;51;0;407.2;145;192;588.6;538.6;156;0;1121.6;2579.8;729
LA REINA;2580;0;0;5782.8;7898;1074;0;0;2988;4141;3187;0;890;537;0;2222.2;1602.8;5958;1387.2;0;14246.4;8263.2;13927
COIHUECO;0;240.2;89.6;165;217;446.8;0;339;0;974;604;771.2;0;68.8;0;465.6;4074.4;445;1077.6;0;2639.6;5724.4;3868.6
ISLA DE PASCUA;0;0;0;1388.8;0;0;0;129;0;21;288;0;0;0;0;327;185.2;790.2;0;0;48;800.8;0
TILTIL;0;0;195;106;1404.2;0;104.2666667;0;94;1682;1267;570.8;104.2666667;711;104.2666667;1107.6;417.6;937;372.8;0;2384;1150.2;2112
VALPARAISO;0;767.8;1639.6;1757.2;24570;4451.2;1287.466667;0;0;16958;3267;10879;1287.466667;4451.2;4555.466667;7713.8;4041;5621;5460.6;0;34391;12255.6;9988.4
OLIVAR;0;0;163;0;135.8;133;0;0;507.2;455.4;474.4;371;0;18;0;1546.8;1522.2;2187;0;0;1347;1664;1341.6
SAN ROSENDO;0;84;744.4;44.8;45;14;35.8;0;0;44;641.2;40;4.8;150;4.8;137.4;721.2;269.4;39.6;0;163.4;933;194
RENAICO;0;0;515;260.8;822.2;0;0;0;0;0;607.6;0;0;387;0;707.6;882.8;100;164;0;1354.2;1796.2;908.6
ALTO DEL CARMEN;0;0;0;0;350.4;494.4;0;0;0;98.6;106.6;241;0;90.4;33;94.4;282.4;386.8;0;0;373;622.6;162.4
LO ESPEJO;1110;0;1728;1987;10496.6;4555.8;263.4666667;0;2663;17415;2578;0;263.4666667;489.8;263.4666667;2200.2;3302.6;4501.4;3097.4;0;3471.8;5497.8;3360
LOS MUERMOS;0;268;0;108.6;290.4;75.6;0;4271;0;410;724;234.4;0;82.6;0;568;0;560.4;0;0;1196;2100.4;4368.6
O'HIGGINS;0;0;0;0;0;0;0;0;0;0;219;0;0;0;0;9;0;98.6;0;0;0;252.6;146.6
CONCEPCION;0;3228;3178.6;3762;10738.2;5634.2;12249.46667;4489;0;11825;17262;3163;283.4666667;551.2;283.4666667;1357;4246.4;3903;31675.8;0;24877.2;9196.6;16102
CISNES;0;0;0;87;0;0;0;0;0;168.2;725.6;0;0;0;0;128.4;189.4;578.4;0;0;386.6;1421.6;278
TRAIGUEN;0;0;157;1273;768.2;0;0;0;0;0;623.8;0;0;684;0;3038.6;899.8;287;1350.2;0;1542.2;2587.4;265
ANTOFAGASTA;2334.8;0;5365.8;9494.6;12916;8899.2;0;0;0;14385;6469.2;13074.2;0;4019.2;0;4248.2;10058;7803.2;9794.8;0;27080;14068.4;9679.4
NOGALES;0;0;0;0;540;518.6;0;0;0;1773.4;736.6;448;0;147.6;177;1049.8;1129;1364.4;504;0;1528.6;1765;1788
SAN NICOLAS;0;86.4;107.2;152;996;263;0;553;0;318;1256;0;0;200;0;747.8;975.2;647;361.8;0;1243.6;2531;2346
HUASCO;0;0;0;0;330.4;664.4;0;0;0;413.6;253.2;214;0;330.4;72;241.6;348;852.6;0;0;567;361.8;883.8
PELLUHUE;0;0;0;1283;0;0;0;0;0;170;1351;0;0;0;0;481.8;1492.8;279.4;93;0;1309.4;1316.6;806.6
YUNGAY;0;182;87.4;586;359;63.2;0;0;163.2;364;1346.2;603.6;0;72.2;0;781;2496.2;2683.2;195;0;1458;2051;1611
TIRUA;0;21.6;49.8;0;549.6;125;0;0;0;480;384;105;0;405;0;1163;621.6;370.4;865.8;0;1395.6;691.6;678.6
TREHUACO;0;45;0;82;261;594.8;0;746;0;0;749.2;110;0;213.8;0;235;902.4;246.8;66.8;0;94;633.8;2129
MAULE;250.6;533.2;1412.6;1808.8;944;139;0;0;0;856.4;6418.4;574.4;0;0;0;399.6;2827;555.8;956.6;0;3734.6;3801.6;3620.6
VICHUQUEN;0;8.8;229;78;36.4;18.4;0;0;0;16;132;0;0;4.4;0;292;701.4;405.4;13.8;0;291.8;1952;937
PUTAENDO;0;0;80;66;1069;33.2;46.13333333;939;0;754.8;493.4;0;46.13333333;33.2;46.13333333;658;258.4;1006.4;219;0;2105.4;1973.6;244.4
VITACURA;569;0;495;15624.2;904;841;0;0;1155;1422;2673;0;0;268;0;673.6;0;756;1014.4;0;18445;14206;11355
ILLAPEL;0;0;1169.4;0;2498;173;0;0;0;981.8;5942.4;793.6;0;0;0;1594.6;717.6;2245.6;0;0;756.2;1140;1854.8
LLANQUIHUE;0;601;0;155.8;2677.4;325.6;0;194;0;380;1069;450;0;302.6;0;393;1484;2565.2;846.8;0;1793.2;425.2;1350.4
QUILPUE;0;2232.4;544;0;13574.8;1498.8;1410.933333;0;0;4311;4563;1846;1410.933333;1498.8;1410.933333;1804.2;5199.6;4499;2969.4;0;20392.8;14624.4;4438
CHILLAN VIEJO;0;307;756;107;373;520.8;0;0;368;1111.8;1616;1265.4;0;148.8;0;630;3330;2171.2;1151.8;0;2564.8;1152.8;3844
JUAN FERNANDEZ;0;0;0;0;398.8;3.2;1.866666667;0;0;18.4;9;7;1.866666667;3.2;3.866666667;7.4;0.8;5;4.8;0;18;113.2;7.2
IQUIQUE;3981.2;0;5020.8;736;5289.2;5442;615.4666667;0;0;4078;3393.4;6339;887.4666667;2668;1680.466667;4528.8;4986.2;3585.8;3463;0;17327.8;8009.8;7375.6
QUILLECO;0;20.8;493;70.4;1108;0;61.8;0;0;61;1960.6;110;8.8;0;8.8;212.4;796.6;589.8;262.6;0;1418;1015;726
CABRERO;0;64.8;3754.4;1137.6;606.4;0;195.4;0;0;208;2557;1358.6;22.4;0;22.4;787.2;2022.4;2309.8;1487;0;4173.8;1238.4;1955.8
VIÑA DEL MAR;0;1539.6;2157;4159.4;27581.2;1830;1677.866667;0;0;16059.4;8756;6643;1677.866667;1453;3522.866667;6259;2400.6;7800.8;7955.4;0;44416.2;18533.8;19003
COBQUECURA;0;19;0;396;0;752.2;0;0;0;21;944.8;35;0;164.2;0;27.8;910.4;790.6;31.4;0;255.8;371.2;2606.8
EL TABO;0;0;0;96;1024.6;94.4;67.46666667;0;0;721.2;899.6;498;67.46666667;94.4;184.4666667;381;1312.8;1208.2;170.8;0;1956;1638.6;1558
LONQUIMAY;0;145;561;262.8;179.4;0;0;1145;0;0;800.6;536.2;0;818;0;297.2;387.4;1009;856.8;0;217.4;721.2;1558.2
RIO BUENO;0;1696;0;173;0;0;0;0;0;0;3011;0;0;0;0;5832;0;4511.8;550.2;0;3609.4;5230.2;2028.8
CONSTITUCION;172;171;852.2;2144;1531;506;0;0;0;2366.4;1511.4;1351.6;0;0;0;364.2;8150.4;1775;354.6;0;3841.8;2498.8;11553.2
ROMERAL;0;84;1147;1236.4;344;175.4;0;0;0;145.6;937;0;0;42.4;0;81;1719.2;1878;150.6;0;1898;2478.4;1669
SAN RAMON;348;0;3186;885.4;7333.2;1693.2;237.0666667;0;2770;5969;4531;0;3064.066667;316.2;237.0666667;2240.6;2909;4893.8;2963.6;0;8161.8;5860.6;2392.2
LOS ANDES;0;0;701;0;1407.2;4846.8;0;954;0;2785;1924;0;0;2320.8;960;1260;1046.6;1946;700;0;5619.4;7365;4687.2
OLLAGUE;8;0;111.6;37.2;0;112;0;0;0;12;155.6;20.8;0;0;0;9;5;85.4;14;0;18;91.8;235
POZO ALMONTE;0;0;275.2;60.8;321.6;46.2;25.6;0;0;126;1764.2;338;25.6;7.2;25.6;44;640.8;785.4;101;0;620.4;1377;1141.4
LITUECHE;0;0;0;999;834;613.8;0;896;0;259;961;81.6;0;70.8;0;330;92;552;0;0;628.8;727.6;1902
LICANTEN;0;48;766.6;1007.8;80.4;75.4;0;0;0;40;90;112.4;0;12.4;0;165;1701.4;192.6;68.6;0;606;427.8;1594
VILCUN;0;205;1966.2;614;1373;148;0;265;0;274;518;391;0;36;0;4460;88;182;616.6;0;1968.2;7496.8;620
PUCHUNCAVI;0;0;295;414.4;2391;237;144.8;0;0;594;996.6;448;144.8;178;144.8;667.4;512.4;687.4;226;0;1842;1762.2;1566.4
MELIPILLA;0;0;1065;4047.6;11756;5504.8;0;1748;0;4561.2;2080.2;2991.6;822;1102.8;0;9823;3402.6;4505;2819.2;0;13828.2;7860.4;12702.2
PURRANQUE;0;0;0;0;993.8;104.4;0;404;0;247;3868;665.2;0;104.4;0;56;319.2;1532;652.2;0;3801.4;1390.6;1586.4
CURACAUTIN;0;0;106;1264.6;978;0;0;397;0;0;1139.4;0;0;254;0;851.8;1595.2;765;1974.6;0;2285;1375;812.6
SAN CLEMENTE;782.6;359.6;2520.4;461.2;2015;191;0;0;0;1265.2;2270.8;2354.8;0;0;0;765.8;7025.8;1606.4;474.2;0;2750.4;5263.8;3524.4
GRANEROS;0;0;850.6;0;941.4;2704.2;0;419;799.2;1139.4;1568.4;653;0;41.2;0;4210.4;2055;1501.8;0;0;4912.6;2516.6;1542.4
INDEPENDENCIA;527;0;688;697;6085.8;504.2;112.2666667;0;2590.2;4317;1128.2;1226;1164.266667;500.2;112.2666667;1010.2;895.4;3356.2;1775.8;0;7300.2;9002;5776
LA CRUZ;0;332.8;0;0;864.2;306.2;0;0;0;714.4;570.6;261;0;75.2;143;565.4;380.2;2594;812;0;2173;2074.4;1473.6
CHOLCHOL;0;315;525.8;994;557.2;781;0;0;0;139;607.4;667;0;12;0;401.2;724.6;718;71.2;0;2313.8;774.8;2212.8
CALBUCO;0;2503;0;245.6;833.8;675;0;0;0;1171;1143;491.6;0;932;0;743;1900.2;2873.8;0;0;4423.6;4170;2713
CURANILAHUE;0;38.4;762.8;0;773;272;0;0;0;7463;1972;271;0;0;0;2026;84;1549.2;581.8;0;4465;4307.6;4741.2
QUILLOTA;0;841.6;244;0;821.6;1708.2;148.5333333;1253;0;4809.6;3360.4;2292;148.5333333;459.2;1456.533333;3260;4806.8;2293;3237.6;0;8105.8;7328.6;3512.8
CABO DE HORNOS(EX-NAVARINO);0;0;0;0;107.8;0;0;529;0;0;247.8;0;0;0;0;51;0;167;0;0;103;269;124
LAGO VERDE;0;0;0;0;0;0;0;0;0;54;54;0;0;0;0;153.6;189.4;111;0;0;85;254.6;315
