Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI
TOME;0;188;1255.6;1087;1352.4;1679.4;1145;595;0;3326;8511;2500.2;0;322.4;0;1334.8;1469.6;2607.8;2298.8;0;6126;2700.2;6076.2
OLIVAR;0;0;164.6;0;137.8;141.4;0;0;496;451.6;453.6;355;0;18.4;0;2014.2;1521.8;2075.6;0;0;1309.2;1626;1315.2
HUALAÑE;0;22.4;295.2;52.2;288;84.6;0;0;0;51.2;536;0;0;15.6;0;1179;2357.6;1090.4;86.2;0;288.8;1682;1411
HUECHURABA;238;0;2179.6;2609.4;5146.6;2055.4;0;0;986.8;5822.8;1702.8;2772.8;900;812.4;0;4691;460;2405;711.2;0;7999.4;7094.2;4350.2
RIO HURTADO;0;68.8;339.2;0;0;23.2;0;0;0;210.8;311.8;78.8;0;23.2;0;60.8;138;209;79;0;405.6;519.2;990.6
CONCHALI;393;0;2809.8;547;3928;1933.6;0;0;3899.4;8062.2;3843;2966.2;4430;535.6;0;3829;672;2192;1091.2;0;13357.8;7325.8;4345.2
QUINTA DE TILCOCO;0;0;206.8;0;1049.4;72.2;0;0;0;371.2;1377.4;260;0;11.2;0;2971.6;1835.6;325;0;0;715.4;1993;1314.8
MAIPU;1974;0;8493;5934;112664;3402.8;1409.6;0;13237.2;29532;17921;12599.6;7394.6;16381.8;1409.6;5315;6569.8;7711;4432.4;0;60402.4;25465.6;23261.6
MOSTAZAL;0;0;262.4;0;1314.6;243.6;0;0;496.4;1173;699.8;595;0;39.6;0;1334.4;2857.2;4047.4;0;0;2191.8;1867.6;2593.8
ALTO BIOBIO;0;179.6;132.8;171.2;194;226;72.4;0;0;94;185.6;312.6;6.4;121;6.4;258.4;612.8;162.8;700.2;0;394.4;416.4;295
LO PRADO;597;0;1679;333;5022.2;3445;119.4666667;0;2128.6;7887;2545;4109.4;1763.466667;307;119.4666667;11468;3507.8;3571.2;2641.8;0;5137.6;7127.2;2453
COCHAMO;0;100;0;33.4;145.8;32;0;264;0;81;92;47.4;0;32;0;263;317.6;46.8;14;0;504;648.6;719
FUTRONO;0;0;0;261;176;0;0;441;0;0;562;218;0;0;0;3121;1049.8;1640;0;0;1082.6;1805.6;3300
TALCAHUANO;0;2599.6;3359.8;2188;7859.8;8369.4;4013;0;0;3794;3482;5754.8;0;3722.4;0;1369.2;5616;6018;10273.6;0;16328.2;4892;9327
MAFIL;0;0;0;235.4;122.8;21;0;0;0;82.4;563.2;90;0;0;0;690.8;751.2;1163;0;0;829.6;1269;687.2
PUENTE ALTO;2866;0;14573.8;7058;28900.8;3463.2;949.6;10221;21530.2;41455.2;2599;16557;9846.6;10701.2;949.6;7628;2620.2;15096;17670.8;0;33954;43365.2;12135
NACIMIENTO;0;115.2;786.2;741.6;1909.4;0;139.9333333;305;0;332;2685.4;972.2;18.93333333;96;18.93333333;545.2;3260.4;699.4;1248.2;0;3329.6;761.8;4033.8
JUAN FERNANDEZ;0;0;0;0;295.4;3.2;1.866666667;0;0;19.4;9;7;1.866666667;3.2;2.866666667;8.4;0.8;4;4.8;0;16;112.2;7.2
NANCAGUA;0;0;247.2;140;198;425;0;168;549.4;356;1687;275;0;160;0;1534;1576.8;2003.2;177;0;2047.4;1384;1836.4
TRAIGUEN;0;0;137;1400.8;787.4;0;0;0;0;0;696.8;0;0;722;0;3107.6;912.4;281;1306;0;1748.2;2615.6;258.2
SAN GREGORIO;0;0;0;24;96;0;0;34;0;3;11;0;0;0;0;4.8;2.6;56;6.4;0;117.2;61.8;76.2
SAN ESTEBAN;0;79.2;185;0;339.8;787.6;0;0;0;1206;783;0;0;787.6;196;717.4;0;1134;300;0;1099;2517.6;1603
CHILLAN VIEJO;0;316.4;752.2;110;394;532;0;0;356;1114.2;1453.8;1339.6;0;155;0;654.8;3431.6;2116;1216.6;0;2290;1063.8;2245
SAN PEDRO DE ATACAMA;231.8;0;305.6;65;0;635.6;0;0;0;103;1693.4;287;0;517.6;0;20;528.4;195.2;77;0;244.2;471.8;60.6
SAAVEDRA;0;862;172.2;83.6;1551.4;278.4;0;162;0;532;323.6;126;0;16.4;0;562.2;1146.2;470;439.2;0;172;1643.4;2069
CHILLAN;0;2722.4;4388.8;2806;6944;798;0;0;5815.6;5244.6;3979.8;5469.4;0;4106;0;7695.8;7539.8;11083.2;7379;0;17328;8668.2;20353
MACHALI;0;0;2469.4;413;2327.2;836.8;0;1076;0;3240.8;2939;3068.8;0;70.8;0;4358.8;2184.6;1743;670.2;0;6419.6;3533.4;2662.8
RENGO;0;0;2321;671;6096.6;1792.4;0;0;964.2;1802.8;1960.8;2178.2;0;44.4;0;9048.6;1916.4;1612.4;0;0;5605.2;8284.4;915.2
LAMPA;0;0;1029;2034;5301.2;771;658.6666667;0;869;4716;5732;3427.8;658.6666667;3071;658.6666667;796.2;3852.4;4883;0;0;15600.8;7090.4;3774.2
VICTORIA;0;221;1130;3410.6;1340;0;0;0;0;59;1076.8;0;0;1544;0;1768;1762;1198;1742;0;3485.6;3000.4;5062.6
LA UNION;0;0;0;960;2337;0;0;0;0;0;2550;0;0;0;0;5542;1939.2;4776.8;0;0;5621.6;4510;2730
PUTAENDO;0;0;84.2;69;817.6;32.8;47.73333333;975;0;867.4;482.4;0;47.73333333;32.8;47.73333333;731.4;252.8;942.6;218;0;1843;1990.8;248.6
QUELLON;0;256;0;0;442;727.8;0;0;0;1507.2;1240;614.6;0;878.8;0;1726;0;1708.8;1081;0;2092.6;3913;8324.4
LANCO;0;0;0;1584.6;182;39;0;0;0;169.6;1536;122;0;0;0;908.6;930.4;3928;0;0;1887.2;2054.8;1238.8
CHIGUAYANTE;0;618.4;5562.2;452;2603.8;3786.6;1141.533333;1090;0;3523.4;2531;3152.2;76.53333333;992.6;76.53333333;1238;2205.2;6566;4490.8;0;8680.4;3493;4346.6
TIMAUKEL;0;0;0;0;0;0;0;36;0;20.8;0;0;0;0;0;88;82.6;12.8;0;0;37;210.6;168
VALPARAISO;0;812.2;1669.2;1579.8;23231;4604.4;1320.533333;0;0;17435.2;3470;11326;1320.533333;4604.4;4574.533333;8869.6;3523.6;5127;5491.8;0;32624;11939.6;9997.2
ÑIQUEN;0;308.6;179.4;126;0;59.2;0;0;0;352;876;0;0;59.2;0;338.2;855.6;1863;0;0;1901;1185.4;1856
SAN JOSE DE MAIPO;206;0;288;86;2057.2;243.6;37.86666667;0;504;1732.2;379;206;183.8666667;221.6;37.86666667;613;1184;1039;197.6;0;1749;1226.2;1015
CAÑETE;0;50.4;484.6;0;1042.2;188;0;0;0;1492;1228;303;0;0;0;0;1623.6;2410.2;1169.2;0;2780;5610.6;7799.8
DOÑIHUE;0;0;338.8;0;992;721.2;0;0;326;731.4;596;390;0;23.2;0;4701.4;3103.6;959.2;0;0;1185.6;1750.4;3812
OLLAGUE;8;0;114.6;37.2;0;116;0;0;0;12;154.8;19.8;0;0;0;9;4;83.2;14;0;17;92.8;238.2
LOLOL;0;505;151;60.8;399;343;0;728;0;379;482;432;0;54;0;393;654;584;69;0;416.8;1197;685.2
COELEMU;0;1184;0;635;0;162.4;0;920;0;674;1019;157;0;16.4;0;1246.6;2569.2;588;201.2;0;977.2;2155.8;1699.2
SAN JUAN DE LA COSTA;0;134;0;299;696.6;54;0;0;0;82;1576;367.6;0;54;0;110;268.8;1570;174.8;0;454.2;1455.4;995.2
QUIRIHUE;0;39;0;229;0;653.2;0;973;199;107;1275;78;0;5.2;0;18.4;2554.8;715.2;57.2;0;84;886;1871.2
LAS CABRAS;0;0;1372.6;0;726.4;568.4;0;502;0;702.8;1359;449;0;18.4;0;1134.2;2065.6;7077.4;0;0;2154.2;1597.4;2841.4
CURACAUTIN;0;0;96;1396.2;988.6;0;0;379;0;0;1297.6;0;0;250;0;837.4;1657.2;740;1994.8;0;2607;1447.8;779.2
POZO ALMONTE;0;0;288;62.4;304;44.8;24.8;0;0;111;1785.4;324;24.8;6.8;24.8;50;618.4;702.4;97;0;704.4;1305.2;1289.4
LA HIGUERA;97.6;36.4;176.4;26.4;155.6;17.6;25.86666667;98;0;294.2;196;57;25.86666667;11.6;25.86666667;60;10;657.2;35.2;0;118;363.6;1598.4
MONTE PATRIA;0;224;664;0;950.4;1227.6;0;0;0;1759.6;1888.4;1103.6;0;1227.6;0;754;2289;1213.4;246;0;1135.2;601.2;3093.2
CHAÑARAL;0;116;386;0;294.4;663.2;27.73333333;0;0;1576.6;121.6;429;27.73333333;337.2;27.73333333;191.6;504.6;453.2;0;0;327;1475.8;483.2
PETORCA;0;0;118;0;204.6;748;0;0;0;819.4;689.2;0;0;496;0;682;463.2;412;0;0;656;1150.2;49
CALAMA;1644.2;0;6391.8;3500;653;10429.8;850.9333333;0;0;3108.4;5346.2;7172.2;576.9333333;1822.8;474.9333333;1041.6;5188.6;4329.2;3413;0;9770.6;5921.8;3354
TREHUACO;0;45;0;83;280;618.4;0;727;0;0;708.2;116;0;206.4;0;246.4;918.2;261;68.6;0;88;577;1253.8
LOS ANDES;0;0;730;0;1183;4966;0;1011;0;3133;1861;0;0;2414;934;1429.6;994.6;1735;683;0;5161.6;7362;4610.8
VITACURA;561;0;511;14973.6;917;810;0;0;1231;1422;2625;0;0;269;0;678.2;0;734;1015.2;0;18271;14145;11575
CHOLCHOL;0;289;505;1145.6;491;829.8;0;0;0;147;674.2;662;0;12.8;0;431;771.2;707;72;0;2328;759.8;2005.2
LONCOCHE;0;2278;221.2;187.6;696.8;1005.2;0;429;0;827;501.8;248;0;1405.2;0;810.8;74;115;120;0;3248.8;6830.2;2323
PAIHUANO;35.8;42.4;181.6;25.8;109.8;34.6;0;0;0;227.6;511;74.2;0;15.6;0;240.8;14;331;38;0;176;1036;932.2
LA REINA;2593;0;0;5829.2;7991;1032;0;0;3029;3955;3269;0;882;518;0;2247;1565;5883;1361.6;0;14164.8;8060.8;13493
AYSEN;0;0;642;1749;0;421;0;0;0;368.4;1548;0;0;0;0;2009.6;1335.6;1431;0;0;1726.4;2775.2;3890
QUEILEN;0;0;0;0;76;369.8;0;0;0;173;687;0;0;20.8;0;93;420.2;430.8;60;0;476.4;984;2284.2
SALAMANCA;0;0;0;452.8;1015;0;0;215;0;1205.8;1307.8;1615;0;0;0;3135;593.6;936.8;0;0;793.2;3316;2320.8
PUDAHUEL;1934;0;7513.8;953;11086;4594.6;0;2660;5308.6;18440;4176;3396;8538;918.6;0;6653;4749.6;15508;4391.4;0;25172.4;12641.8;8390.6
ILLAPEL;0;0;1100.6;0;2359.6;159;0;0;0;952.6;5825.6;800;0;0;0;1625.6;658.4;2274.4;0;0;729.8;1140.2;2416.4
PAINE;140;0;0;798.4;3428;3692;0;0;1724;3197;2867.2;862;558;200;0;217;648.8;3589;1390.6;0;15179.6;2694.8;12623.2
LITUECHE;0;0;0;992;836;589.2;0;928;0;259;943.2;84;0;63.2;0;338;96.8;550;0;0;634.2;722;1888
REQUINOA;0;0;868.2;0;341.6;621.4;0;215;0;835.4;964.6;712;0;26.4;0;2607.2;1406.2;2013.8;0;0;3011;4371.6;5079.6
PUNITAQUI;0;213.6;1057.2;211.2;377.6;238.4;0;0;0;562.8;697.6;426.2;0;94.4;0;396.4;212;448.4;232;0;466.4;612;1018
CONTULMO;0;15.2;407.8;97;330.4;93;0;0;0;240;243;60;0;0;0;120;569.4;207.4;284.8;0;1286.4;555.4;550.2
QUILPUE;0;2183.8;539.2;0;12807.6;1541.6;1397.6;0;0;4854;4571.2;1942;1397.6;1541.6;1397.6;1977.6;5184;4066;2991.8;0;18302;14629.2;4463.4
LLANQUIHUE;0;597;0;157.4;2615;321;0;187;0;386;943;438;0;299;0;383;1439.2;2145.8;828.6;0;1675.2;398;1192.6
SAN FELIPE;0;321.6;1228.4;352.8;3446.6;903.2;170.6666667;1109;0;3018;996.8;487;170.6666667;903.2;170.6666667;3122.6;3070.4;2342;1793;0;4945;7984.4;2062.8
YUNGAY;0;185.6;90.4;594;341;67.2;0;0;159.2;383.6;1255.4;620;0;73.2;0;787;2550;2635;195.8;0;1335.4;1935.8;994
NEGRETE;0;20.8;562.8;56.8;129.4;0;186.7333333;297;0;76;1524.4;124;7.733333333;0;7.733333333;38.4;1218.6;1077.8;178.8;0;811;854.4;2073.2
OLMUE;0;139.8;0;452;652.8;112.4;261.8666667;0;0;578.2;1074;0;261.8666667;112.4;261.8666667;341.2;1309.6;575;192.4;0;2480.2;1922.6;950.6
CASABLANCA;0;0;49.6;423;4492.4;255.2;72.26666667;0;0;514.6;1186.4;451;72.26666667;255.2;209.2666667;363.6;681.6;777.6;335.2;0;1957;2668.2;2453.6
LA LIGUA;0;0;1858.8;0;606.8;504.8;80.8;1129;0;4942;2130.8;0;80.8;504.8;80.8;457.6;919.6;1512;0;0;2432;4832.6;1524.4
PROVIDENCIA;577;0;1021;10465.2;46132;1021;0;0;4514;9454;4344;1657.2;0;1508;0;6734.4;0;5627;2355.6;0;15848.8;13060;28141
LLAY-LLAY;0;0;0;0;758;0;61.86666667;185;0;1686.2;829.6;0;61.86666667;0;61.86666667;1169.4;1115.2;1715;245;0;3481.8;3445.4;469
RANCAGUA;0;1540;0;835;11003.8;6861.2;0;0;9231.4;11320;6204;4320.2;0;1891.2;0;13019.4;6052;10302;6528.2;0;33292.2;14567.8;12501
PANQUEHUE;0;0;0;0;331.4;66;19.73333333;167;0;139;212;0;19.73333333;66;19.73333333;896.8;419.2;462;97;0;596.6;813.8;817.4
BUIN;340.2;0;791;599.2;3431;2729.4;0;0;2815.8;3874.8;4235.4;1463;1815;722.4;0;2375.6;1983.2;2488;1532.8;0;9525;6861.2;8876
SANTA JUANA;0;31.2;307.4;102;265.4;1988.2;0;0;0;229.4;627;246;0;31.2;0;427.4;286.4;477;2845.4;0;819;1332.4;2057.6
PEUMO;0;894;260.8;0;1069;51.2;0;0;0;128.4;338.6;278;0;11.2;0;1118;2116.6;683.2;0;0;978.4;3396.4;1266
PUCON;0;159;829.2;802.2;2638.2;320.8;0;575;0;1257;725;2152;0;444.8;0;733;980.4;476;789.8;0;3721.8;6819;1146.4
ÑUÑOA;2272;0;2792;7242.8;84709;2438;0;2658;7143.8;23308;4857;0;0;1482;0;3791.8;2282.6;9975;2661.6;0;19301.8;25188.8;15996
CALERA DE TANGO;22.4;0;223.2;196;2110.4;174.6;0;0;563;797;398.2;314;179;672.6;0;0;531.2;1451;177;0;2986.4;1840.8;2810.6
MOLINA;459;146.4;1007.4;316.6;3114;2817.6;0;0;0;459.4;1854;0;0;77.6;0;2847;4079;5876;360.2;0;5726.2;3743;7674
CABRERO;0;63.2;3777.8;1144;632.4;0;193.2;0;0;205;2434;1432.8;23.2;0;23.2;751.6;1998.8;2311.6;1617.8;0;4135;1109.2;1940.8
CHEPICA;0;0;239.4;267.2;137;227.8;0;0;0;494;391;388;0;66.8;0;91;1175.4;2381.8;339.6;0;2023.2;1117.2;3995
RIO NEGRO;0;0;0;604;191.8;56;0;0;0;103;836;140.6;0;56;0;1072;0;1024;152.2;0;1290;2803;3042.4
PERQUENCO;0;0;956.4;47;530.8;60.6;0;0;0;67;277.4;336.8;0;9.6;0;865;378.4;308;188.6;0;548.6;1095.8;396.2
ISLA DE PASCUA;0;0;0;1260.8;0;0;0;130;0;23;290;0;0;0;0;368.4;164.4;724.2;0;0;45;798.6;0
RIO VERDE;0;0;0;33.2;20;0;0;42;0;7;21;0;0;0;0;7.4;7.2;8;5.2;0;203;91;45.6
FRUTILLAR;0;554;0;574.4;883.6;95.4;0;372;0;414;3399;213.6;0;303.4;0;441;846.4;1218.8;0;0;2629.2;2241.4;2622.6
CATEMU;0;0;0;0;1198;276.4;32.26666667;0;0;445.4;191;0;32.26666667;276.4;32.26666667;1990.4;295.2;330;142;0;681;2902;161.8
CERRILLOS;243;0;0;305;4512.8;745.8;288;0;3146;3056;2108.8;3618;288;1248.8;288;1264.4;2794.6;1166;467.2;0;7566.6;6953.8;2437.4
CHILE CHICO;0;0;221;0;0;155;0;0;0;343;838.6;0;0;0;0;242.8;496;478;0;0;314.4;471.2;711
HIJUELAS;0;0;0;0;400;491;44.8;0;0;497.8;508;1180.8;44.8;0;190.8;340.8;138;1627;280;0;1353.4;2193.4;1391.2
LA FLORIDA;6243.4;0;2805;6499.6;14018;4703.6;1527.2;0;11272.8;26849;9957;0;4025.2;2051.6;1527.2;9940.6;4762.8;11204;5349.6;0;33087.4;42380.6;16821
SAN VICENTE;0;0;3850;0;2485.6;1001.2;0;0;0;523.8;6429.2;797;0;91.2;0;1391.8;3329;2743.4;0;0;5748;5667.6;5184.8
CHAITEN;0;23.2;0;145.6;1068.8;0;0;0;0;0;0;0;0;0;0;45;360.6;568;0;0;81.6;853.8;252
MALLOA;0;0;380;0;152.6;74.8;0;0;0;475.4;590;282;0;12.8;0;2815.8;99.2;619;0;0;1065;3022;4110.6
PUERTO MONTT;0;5685;0;2640.8;16354.4;4565.8;0;0;0;5515;7224;7302.2;0;7464.8;0;6771;3180.8;12730.6;4941.8;0;24839.4;25751;37157.6
RIO IBAÑEZ;0;0;0;0;0;0;0;0;0;0;159.2;0;0;0;0;397.8;252.8;258;0;0;0;1068;950
LOS ALAMOS;0;97.4;4023.2;0;558.2;132;0;0;0;1212;760;184;0;0;0;124;576;1713;1228.8;0;2762.6;3162.6;1771
TALCA;1780.2;2800.4;4452.2;12129.6;6489;4565;0;0;1924.6;13564.2;7662.6;5706.8;0;0;0;2491;7321.8;8528.4;6699.8;0;17573;28755.6;11078.8
COBQUECURA;0;19;0;416;0;751.2;0;0;0;20;894.8;35;0;177.2;0;28.8;941.4;828.6;31.4;0;227.6;341.8;1469.2
TIRUA;0;20.8;47.8;0;544.8;133;0;0;0;499;368;101;0;391;0;1160;574.4;363.8;948.8;0;1364.8;633.4;686.8
DIEGO DE ALMAGRO;0;448.2;0;0;476.6;297.4;34.4;0;0;1156;114.6;704;34.4;126.4;34.4;49;170.8;616;0;0;532;1517.8;0
CABO DE HORNOS(EX-NAVARINO);0;0;0;0;112.6;0;0;527;0;0;248.6;0;0;0;0;55;0;165;0;0;98;256.8;123
LIMACHE;0;653;0;303.2;2765;438;445.0666667;441;0;1288.4;920;0;445.0666667;438;624.0666667;825.2;828;1674;684.2;0;5132.8;5616.4;3973.4
CURANILAHUE;0;37.6;753.4;0;777;276;0;0;0;7025;2075;294;0;0;0;2010;84.8;1585.4;613.8;0;4478.2;3909.6;4765.2
CODEGUA;0;0;1021;0;889;118.4;0;0;86.4;349.4;346.6;338;0;14.4;0;3010.8;1560.2;939.4;122.4;0;1525.2;1001.8;1365.2
QUILACO;0;9.6;221.8;48.8;58;0;36.06666667;0;0;34;837.8;45;5.066666667;0;5.066666667;276.6;353.6;403.8;45.4;0;504.2;528.6;774.4
NINHUE;0;58;0;51;0;223;0;0;0;0;1046.8;62;0;267;0;111;831.2;375.8;148;0;321.4;778.6;834.2
PEDRO AGUIRRE CERDA;751;0;2804;1362;6796.6;1616;297.6;2560;1950;11771;2561;0;1755.6;2111;297.6;1769.4;4122.6;11770;944.8;0;8842.8;6902.8;2013.8
HUARA;0;0;50.4;36;80.8;83.8;0;0;0;220;92;0;0;48.8;0;43.2;127.2;70;28;0;368.2;681;635.2
ARAUCO;0;352.8;1126.2;0;3326;1100;0;1700;0;1244;996;1245.2;0;214;0;610;2409;2626;725.8;0;3857.8;3907.6;4288.6
NAVIDAD;0;189;267;185;1973;897.6;0;948;109.4;996;409;84.8;0;51.6;0;322;483.2;467;0;0;0;835.6;1168
QUILICURA;928;0;3165.2;2253;11358;7746.8;0;0;7972.6;11405;5894;7621.4;5203;5590.8;0;4326;5848.4;2205;3587.2;0;17104;10785.6;5591.4
CERRO NAVIA;746;0;1433.4;962.8;10839;1481;205.0666667;0;2618.4;9913;2540.6;3774.2;1192.066667;820;205.0666667;1654.4;1212.6;3422;3309.8;0;6669;12377.8;2565
FRESIA;0;75;0;74.8;557.4;426;0;0;0;88;1361;93.6;0;57;0;68;634.4;963.6;0;0;1446.4;3571;957.2
LA CISTERNA;2559;0;1152;866.4;4361.6;1420.8;234.9333333;0;2793.6;4459.4;1674.2;0;234.9333333;282.8;234.9333333;2242.8;2574.6;3713;1551.4;0;7202;10779.4;2636.4
LOS ANGELES;0;829.8;14296.4;1644.4;4140.4;596;4499.066667;0;0;4365;12719.8;8738;177.0666667;2652;177.0666667;3743;12868.8;4188.6;8468;0;26289.6;14680.8;19219.8
SAN RAMON;357;0;3174;901.4;7411.2;1672.2;252;0;2783.8;5946;4632;0;2913;317.2;252;2267.6;2843.6;4873.4;2902;0;7949.4;5823.8;2462.6
SAN NICOLAS;0;90.8;116;145;988;270;0;576;0;329;1075;0;0;206;0;755.2;1063;696;373.6;0;1108;2272.2;1405.6
CONCEPCION;0;3518.4;3437;3937;10888.2;5706.8;13524.13333;4790;0;10440.4;16538;3450;298.1333333;590.8;298.1333333;1395;4373;4148;19154.6;0;23489.8;9564.2;15875.6
ESTACION CENTRAL;357;0;795;1053.6;8611.4;2003.6;545.6;0;3275.8;9254.6;4730;1343;545.6;1478.6;545.6;1940;2460.2;4343;0;0;11792.6;7764;8499.6
VILLA ALEMANA;0;1415.6;0;651.6;6356.4;1192.4;992.2666667;3186;0;5795.6;3274.6;2114.4;992.2666667;1192.4;1973.266667;2031.4;2915.8;2144.4;2087.8;0;15373;10157.4;4114
SAN CLEMENTE;795.8;357.4;2458.2;425;1932;197;0;0;0;1292.6;2293.2;2396.6;0;0;0;796;6311.2;1877.6;544.6;0;2565.2;4658.2;3643.8
RAUCO;0;155.4;314.8;357.4;179.6;1100.4;0;129;0;99.2;932;0;0;28.4;0;377;1961.2;580;473;0;676.2;1001.4;1248
CALBUCO;0;2593;0;234.8;793.2;605;0;0;0;1137;1100;478;0;860;0;630;1756.6;2598.8;0;0;4122.6;4020.8;5340
TALTAL;29;0;103.6;213.6;261;82.4;0;0;0;609.4;633.4;133;0;35.4;0;285.2;956.8;774.8;781.6;0;261.6;798;298.2
PADRE LAS CASAS;0;910.8;1240;3119.6;3358.4;3204.4;0;0;0;3668.4;3150.4;623;0;1704.4;0;3785.4;2069.6;691;4653.2;0;9361;7257.4;1662.6
PUCHUNCAVI;0;0;287;410.4;2017.2;240.6;141.6;0;0;647;1010.4;451;141.6;185.6;141.6;723;537.4;613.8;235.8;0;1700;1802.4;1515
SIERRA GORDA;16.8;0;29.2;7.4;30;17;0;0;0;32;23.8;30;0;12;0;5.6;36.2;332.4;125;0;60.8;236.2;109.8
COCHRANE;0;0;161;0;0;0;0;0;0;7;107;0;0;0;0;0;332.4;255.6;0;0;232;545.4;976.6
LA CRUZ;0;328;0;0;652.6;325.6;0;0;0;804.6;594.4;286;0;79.6;142;625.8;374.8;2186;816;0;2003;2109.2;1483.4
PUQUELDON;0;0;0;0;74;268;0;0;0;72.6;215;0;0;14;0;209;0;383;36;0;906;727.6;793.4
COLTAUCO;0;0;123.8;0;978.2;766.6;0;0;0;589.6;692.4;271;0;13.6;0;2528;2776.2;1820.4;0;0;462.6;3589.6;2874.4
SAN FABIAN;0;17.6;474.4;86;41;18;0;185;0;110;454;0;0;18;0;840.2;627.2;216;0;0;210;351.2;1548.4
SAN ANTONIO;0;156.8;141.6;521.8;5330.2;881.2;360.5333333;0;0;4107.4;6516.6;1432;360.5333333;881.2;2541.533333;642;5847.6;3964.2;629.4;0;5432.8;8644;2274.2
MACUL;1960.2;0;0;707.4;14445;4006.6;524.2666667;0;6763;10702;4605;0;524.2666667;1863.6;524.2666667;3417.2;1805.8;4568;0;0;14982.2;7149.8;6396
PUERTO VARAS;0;1815;0;2739.2;3343.8;328.8;0;4197;0;453;3073;3096.8;0;1591.8;0;2045;0;3856;0;0;6476.8;3717.6;3241.2
EL BOSQUE;1487;0;2911.2;1276.8;4622.8;2507.2;464;0;3979.2;7280.8;3015;2281;464;353.2;464;1958.6;2223.2;14329.2;3080;0;15269;9880.4;4285.4
GUAITECAS;0;0;123;72;0;0;0;0;0;31.6;10;0;0;0;0;266;112;11.4;0;0;121.4;378.4;129.6
HUASCO;0;0;0;0;311.2;592.8;0;0;0;401.2;282.6;210;0;294.8;69;215.2;348.2;885.2;0;0;524;416.4;864.2
YERBAS BUENAS;0;0;460.2;225;357;106;0;0;0;578.4;1656;154;0;0;0;1973.2;605.6;1081.8;451.2;0;1697.8;2088.8;5135.2
VICHUQUEN;0;8.8;229.8;71.2;38.2;19;0;0;0;16;136;0;0;4;0;303;638.6;465.2;15.6;0;262.8;1768.4;936
EL CARMEN;0;66.6;211.8;53;125;37.6;0;0;97.6;108.6;1131.8;269.6;0;46.6;0;393.8;878.4;2531.4;382.2;0;846.4;1310.8;3387
PICHIDEGUA;0;135;459.4;0;4312;605.6;0;0;0;369.2;2470.4;441;0;13.6;0;691.6;1811.6;1185;0;0;3157.4;1208.4;2642
COIHUECO;0;238.4;100.8;169;231;461.2;0;332;0;970;552;798.8;0;71.2;0;488.8;4100.8;425;1167;0;2398;5395.8;2286.2
O'HIGGINS;0;0;0;0;0;0;0;0;0;0;216;0;0;0;0;10;0;95.6;0;0;0;222.4;162.2
VIÑA DEL MAR;0;1586;2247;3763;30648;1860.4;1664;0;0;15981.2;9113.6;6603;1664;1471.4;3551;7170;2188;6993.4;8128.8;0;39296.4;19145.2;19188
CALLE LARGA;0;0;148;0;493.6;652.8;0;200;0;527;484.2;100;0;384.8;298;146.4;0;1753.6;221;0;708.2;2514.2;502.8
QUINTA NORMAL;360;0;1273;3509;7759.6;1074;167.7333333;0;3055.8;5820;3301.2;1587;792.7333333;701;167.7333333;2262;3887.8;11831.2;1061.4;0;12156;9770.4;7831.8
MARIQUINA;0;0;0;162.2;277.2;60;0;0;0;288.6;2295.4;160;0;0;0;3419.6;1097.6;4458;0;0;1281.6;3590.6;2288.4
PEMUCO;0;57.2;186.8;43;148;26.8;0;0;56;70.2;1209.4;104;0;39.8;0;67.4;66.2;623.6;472.8;0;300;1847.4;1660
CAMIÑA;0;0;64;13.6;13.6;209;0;105;0;9;178.4;0;0;2;0;3;398.4;38.6;217;0;67.8;462;278.6
PEÑAFLOR;450;0;1195;1054.6;5166.2;0;0;6142;2826.8;7716.6;7257;3425.2;0;559;0;754;4684.4;4615;760.8;0;6981.6;2028.4;11060.8
PRIMAVERA;0;0;0;0;0;0;0;290;0;32.6;43;0;0;0;0;140;101.4;106.4;0;0;49;87.2;0
EL QUISCO;0;0;116;0;1191.6;0;70.66666667;303;0;2408;608.6;246;70.66666667;0;179.6666667;287;870.6;616;140;0;1532;1383;2084.8
TORRES DEL PAINE;0;0;0;167;79.2;0;0;325;0;0;191;55;0;0;0;0;19.2;109.8;0;0;78.6;91.2;275.4
LONGAVI;0;0;228;0;1188;192;0;0;0;996.8;637;652.8;0;0;0;1986.6;2894.8;909.4;276;0;5916.2;2054.8;8746.4
LA ESTRELLA;0;0;0;172;198;24;0;400;0;122;213.6;37.6;0;24;0;128;711.2;41;0;0;89.2;526.4;1615
CONCON;0;196.4;392;2773.2;3231.6;300;261.8666667;0;0;1383;2103.2;574;261.8666667;0;261.8666667;1115;2126.4;786.4;1145;0;7401.6;4539;3085.8
SAN JAVIER;0;930;281.6;0;2261;1462;0;0;545.6;2343.2;1568;561;0;0;0;2485.2;1172.8;2168.4;1705.6;0;4066.2;6707.2;11895.4
ARICA;3004.2;0;6455.2;397;3245.4;4347.2;649.3333333;0;0;6839;5303;7032.8;5423.333333;5269.2;1350.333333;1743;4222.6;6729.8;3275;0;20977;10772.6;7188.4
