;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
257;BUIN;352.6;0.0;784.0;614.4000000000001;3519.0;2767.2;0.0;0;2760.0;4192.8;4118.8;1450.0;1835.0;728.2;0.0;2445.4;2127.2;2478.0;1540.8000000000002;0.0;9732.2;7052.6;8969.2;7601;9901
258;CALBUCO;0.0;2562.0;0.0;249.0;809.0;627.0;0.0;0;0.0;1172.0;1132.0;489.2;0.0;873.0;0.0;655.0;1878.6000000000001;2671.0;0.0;0.0;4409.6;3919.2000000000003;3892.6;4916;3488
259;COLBUN;0.0;80.0;664.4000000000001;1424.0;1071.0;288.0;0.0;0;0.0;985.4000000000001;275.0;179.0;0.0;0.0;0.0;3320.6;489.6;923.4;1688.0;0.0;2117.2;2266.4;2057.2;1628;1461
260;LITUECHE;0.0;0.0;0.0;972.0;816.0;598.2;0.0;872;0.0;251.0;898.6;84.0;0.0;69.2;0.0;349.0;88.0;539.0;0.0;0.0;640.2;704.4000000000001;1795.0;593;561
261;PUERTO OCTAY;0.0;0.0;0.0;0.0;161.4;67.2;0.0;85;0.0;117.0;427.0;669.2;0.0;67.2;0.0;595.0;947.0;1145.0;335.6;0.0;870.0;687.6;1215.2;838;786
262;CABO DE HORNOS(EX-NAVARINO);0.0;0.0;0.0;0.0;104.6;0.0;0.0;0;0.0;0.0;264.6;0.0;0.0;0.0;0.0;73.0;317.6;193.0;0.0;0.0;103.0;262.0;130.0;17;35
263;LAJA;0.0;40.800000000000004;945.4;123.2;231.8;369.0;203.53333333333333;511;0.0;156.0;648.6;206.0;20.533333333333335;0.0;20.533333333333335;130.6;3395.2000000000003;2831.0;313.0;0.0;1940.4;4194.6;2314.0;1341;1513
264;TOCOPILLA;0.0;0.0;133.0;0.0;1091.8;3142.2;0.0;0;0.0;750.2;1504.8000000000002;116.80000000000001;0.0;1055.2;0.0;1284.4;251.20000000000002;299.20000000000005;1316.8;0.0;297.0;1286.4;950.2;1216;2061
265;LA GRANJA;760.6;0.0;1420.0;802.8;9307.0;4085.8;651.2;0;4055.6;5041.0;9226.0;2381.0;1087.2;4484.8;651.2;2048.4;2431.2;7980.0;1727.2;0.0;10327.0;5221.2;4150.0;8428;15459
266;OLLAGUE;8.8;0.0;117.2;39.2;0.0;114.0;0.0;0;0.0;12.0;155.6;20.6;0.0;0.0;0.0;9.0;4.0;85.0;14.0;0.0;17.0;88.8;237.2;52;37
267;TORTEL;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0;0.0;19.0;48.0;0.0;0.0;0.0;0.0;21.0;0.0;95.2;0.0;0.0;0.0;240.4;169.6;23;24
268;CAMARONES;12.200000000000001;0.0;156.60000000000002;0.0;29.200000000000003;85.8;49.06666666666667;0;0.0;44.400000000000006;214.6;22.8;60.06666666666667;86.8;50.06666666666667;150.2;162.0;37.6;88.2;0.0;57.4;97.0;238.2;133;104
269;RETIRO;0.0;0.0;126.4;0.0;333.0;0.0;0.0;1580;0.0;777.2;2548.0;167.0;0.0;0.0;0.0;906.8;0.0;478.8;194.4;0.0;1125.8;6272.4;2950.6000000000004;1504;1590
