;Comuna;AH;AMARILLOS;DEMOCRATAS;EVOPOLI;FA;FREVS;IGUALDAD;IND - CANDIDATURAS INDEPENDIENTES;PAVP;PCCH;PDC;PDG;PH;PL;POPULAR;PPD;PR;PS;PSC;PTR;REPUBLICANO;RN;UDI;Votos Blancos;Votos Nulos
153;SAN IGNACIO;0.0;136.8;96.2;79.0;1536.0;58.0;0.0;322;430.40000000000003;232.60000000000002;356.20000000000005;269.0;0.0;84.0;0.0;1006.6;1242.0;558.0;345.0;0.0;1050.4;936.6;5620.0;1515;1471
154;QUILLON;0.0;145.6;1686.6;74.0;724.0;64.80000000000001;0.0;169;214.4;497.0;1463.8;250.0;0.0;223.8;0.0;797.2;1001.6;526.0;293.8;0.0;2839.0;2741.2;974.0;1844;1698
155;PUTRE;0.0;0.0;608.0;0.0;105.0;46.400000000000006;7.733333333333334;0;0.0;0.0;94.8;49.0;164.73333333333335;46.400000000000006;7.733333333333334;266.6;0.0;115.2;0.0;0.0;76.2;470.0;594.4;65;88
156;SANTO DOMINGO;0.0;0.0;0.0;609.0;559.8;0.0;21.599999999999998;0;0.0;107.0;2384.8;127.0;21.599999999999998;0.0;60.599999999999994;0.0;1546.0;166.8;246.4;0.0;1810.8;1793.8000000000002;964.8000000000001;799;814
157;BULNES;0.0;244.0;103.2;79.0;494.0;57.0;0.0;0;154.4;1306.0;1451.2;228.0;0.0;159.0;0.0;2953.4;1558.6000000000001;1744.8000000000002;381.0;0.0;1268.8;2400.6000000000004;3680.0;1745;1738
158;LIMACHE;0.0;643.6;0.0;304.0;2708.0;424.0;445.3333333333333;427;0.0;1148.6;956.6;0.0;445.3333333333333;424.0;620.3333333333333;753.2;855.0;1778.0;687.6;0.0;5479.2;4952.8;4130.8;3658;5605
159;CERRO NAVIA;707.0;0.0;1402.2;911.6;10156.400000000001;1454.8;207.20000000000002;0;2646.4;10125.0;2674.8;3686.4;1157.2;869.8;207.20000000000002;1638.6;1200.6;3339.4;3466.0;0.0;6644.0;12273.2;2519.4;10882;15463
160;COLINA;0.0;0.0;989.4000000000001;3600.6;4192.200000000001;693.6;391.20000000000005;0;1037.0;3118.0;4573.0;2345.2;391.20000000000005;1795.6;391.20000000000005;3602.4;1797.6000000000001;3699.0;0.0;0.0;15994.6;14675.6;11229.8;7390;10984
161;OLMUE;0.0;138.0;0.0;455.20000000000005;643.2;108.80000000000001;261.3333333333333;0;0.0;538.8;1085.0;0.0;261.3333333333333;108.80000000000001;261.3333333333333;304.20000000000005;1317.8000000000002;639.0;189.0;0.0;2623.4;1755.4;907.2;1483;2101
162;COQUIMBO;1504.2;2840.4;3835.4;1978.0;7501.4;4579.2;433.3333333333333;2447;0.0;9342.0;5871.8;7435.6;433.3333333333333;1713.2;433.3333333333333;1838.8000000000002;3334.8;11508.400000000001;5553.4;0.0;14053.8;9489.4;17137.0;21455;27247
163;LA GRANJA;752.2;0.0;1398.0;814.6;9345.0;4098.4;641.8666666666667;0;4245.8;4895.0;9185.0;2345.0;1084.8666666666668;4688.4;641.8666666666667;2044.8;2495.0;7875.0;1609.6000000000001;0.0;10336.8;4916.2;4300.0;8420;14948
164;ESTACION CENTRAL;360.0;0.0;780.0;1048.8;8344.2;2009.2;563.2;0;3343.2;9489.0;4526.2;1330.0;563.2;1445.2;563.2;1960.0;2634.4;4580.0;0.0;0.0;11660.6;7266.8;8059.0;9823;17538
165;VILCUN;0.0;208.0;1819.2;628.8;1346.4;143.4;0.0;265;0.0;267.0;536.8;393.0;0.0;36.4;0.0;4668.8;88.0;182.0;609.2;0.0;2061.8;6822.200000000001;659.0;2918;2409
166;PICHIDEGUA;0.0;141.0;453.0;0.0;3922.2;577.2;0.0;0;0.0;381.0;2407.2;419.0;0.0;13.200000000000001;0.0;733.2;1753.8000000000002;1144.0;0.0;0.0;3221.0;1176.0;2475.2;1909;1400
167;ALGARROBO;0.0;0.0;226.4;0.0;1083.4;0.0;66.4;315;0.0;731.4;1280.0;286.0;66.4;0.0;154.4;117.60000000000001;337.4;520.4;151.0;0.0;2324.8;1814.6;2330.4;1049;1630
168;RAUCO;0.0;159.8;322.8;373.0;188.6;1060.2;0.0;130;0.0;102.4;920.0;0.0;0.0;27.200000000000003;0.0;380.0;1984.6000000000001;514.2;428.20000000000005;0.0;665.8;1004.4000000000001;1108.0;850;983
169;TALCAHUANO;0.0;2619.4;3321.8;2154.0;7889.8;8339.8;3938.0;0;0.0;3667.0;3318.0;5793.8;0.0;3813.8;0.0;1374.2;5668.8;6032.2;10168.0;0.0;16394.2;4756.2;9363.8;10834;19289
170;SAN NICOLAS;0.0;88.4;116.0;152.0;993.0;257.8;0.0;583;0.0;329.0;1092.0;0.0;0.0;192.8;0.0;772.2;1029.0;713.0;361.8;0.0;1122.2;2215.4;1385.8;1358;1074
